Order Number ,Order Date,SKU ID,Warehouse ID,Customer Type,Order Quantity,Unit Sale Price,Revenue,,,,,
SO - 020232,01-Feb-21,2513CA,NXH382,Export,1,4805.03,4805,,,,,
SO - 020233,01-Feb-21,1083AA,GUT930,Distributor,1448,29.02,42021,,,,,
SO - 020234,01-Feb-21,3250CA,AXW291,Wholesale,300,34.75342,10426,,,,,
SO - 020235,01-Feb-21,1695CA,GUT930,Export,1,1649.3,1649,,,,,
SO - 020236,01-Feb-21,1586CA,NXH382,Distributor,4,286.571,1146,,,,,
SO - 020237,01-Feb-21,2935BA,NXH382,Distributor,5,23.495,117,,,,,
SO - 020238,01-Feb-21,1479CA,AXW291,Distributor,3,385.5625,1157,,,,,
SO - 020239,01-Feb-21,2498BA,AXW291,Wholesale,1,1474.56,1475,,,,,
SO - 020240,01-Feb-21,3576BA,GUT930,Distributor,15,44.79,672,,,,,
SO - 020241,01-Feb-21,3495CA,AXW291,Distributor,55,39.835,2191,,,,,
SO - 020242,01-Feb-21,2227AA,AXW291,Wholesale,4,751.635,3007,,,,,
SO - 020243,01-Feb-21,3345AA,AXW291,Distributor,4,31.06467,124,,,,,
SO - 020244,01-Feb-21,1130AA,NXH382,Wholesale,300,17.26609,5180,,,,,
SO - 020245,01-Feb-21,1601AA,GUT930,Wholesale,3,918.403,2755,,,,,
SO - 020246,01-Feb-21,2767AA,AXW291,Wholesale,147,147.86565,21736,,,,,
SO - 020247,01-Feb-21,3461CA,GUT930,Wholesale,1,30.064,30,,,,,
SO - 020248,01-Feb-21,3345AA,AXW291,Wholesale,10,31.06467,311,,,,,
SO - 020249,01-Feb-21,1083AA,AXW291,Distributor,2000,29.02,58040,,,,,
SO - 020250,01-Feb-21,2060AA,AXW291,Wholesale,1,1101.15,1101,,,,,
SO - 020251,01-Feb-21,3193AA,FLR025,Wholesale,1,1425,1425,,,,,
SO - 020252,01-Feb-21,2953CA,AXW291,Export,1,1519.82,1520,,,,,
SO - 020253,01-Feb-21,2200CA,AXW291,Wholesale,2,448,896,,,,,
SO - 020254,01-Feb-21,1130AA,GUT930,Distributor,245,17.26609,4230,,,,,
SO - 020255,01-Feb-21,2041CA,AXW291,Wholesale,6,648.42,3891,,,,,
SO - 020256,01-Feb-21,1624CA,NXH382,Distributor,2,1531.377,3063,,,,,
SO - 020257,01-Feb-21,2317CA,GUT930,Distributor,1530,37.26672,57018,,,,,
SO - 020258,01-Feb-21,3404CA,GUT930,Export,2,396.54,793,,,,,
SO - 020259,01-Feb-21,1379CA,GUT930,Wholesale,7,490.18125,3431,,,,,
SO - 020260,01-Feb-21,1945AA,FLR025,Wholesale,1,965,965,,,,,
SO - 020261,01-Feb-21,3138CA,GUT930,Wholesale,1,376.116,376,,,,,
SO - 020262,01-Feb-21,3399AA,AXW291,Wholesale,1,194.753,195,,,,,
SO - 020263,01-Feb-21,3193AA,NXH382,Distributor,1,1425,1425,,,,,
SO - 020264,01-Feb-21,2041CA,FLR025,Wholesale,13,648.42,8429,,,,,
SO - 020265,01-Feb-21,1745BA,GUT930,Distributor,3,175,525,,,,,
SO - 020266,01-Feb-21,3423CA,AXW291,Wholesale,3,29.555,89,,,,,
SO - 020267,01-Feb-21,2953CA,NXH382,Wholesale,1,1519.82,1520,,,,,
SO - 020268,01-Feb-21,2930CA,AXW291,Distributor,1,20.00833,20,,,,,
SO - 020269,01-Feb-21,2956AA,NXH382,Wholesale,2,12.02259,24,,,,,
SO - 020270,01-Feb-21,2025AA,AXW291,Wholesale,11,442.805,4871,,,,,
SO - 020271,01-Feb-21,2935BA,AXW291,Distributor,13,23.495,305,,,,,
SO - 020272,01-Feb-21,1990AA,AXW291,Wholesale,12.5,545.845,6823,,,,,
SO - 020273,02-Feb-21,1486CA,NXH382,Wholesale,2,190.72,381,,,,,
SO - 020274,02-Feb-21,2044CA,AXW291,Wholesale,6,740.82,4445,,,,,
SO - 020275,02-Feb-21,1993AA,GUT930,Wholesale,30,83.75125,2513,,,,,
SO - 020276,02-Feb-21,2729AA,GUT930,Wholesale,185,76.518,14156,,,,,
SO - 020277,02-Feb-21,1009AA,GUT930,Wholesale,281,28.76326,8082,,,,,
SO - 020278,02-Feb-21,3345AA,AXW291,Distributor,5,31.06467,155,,,,,
SO - 020279,02-Feb-21,2044CA,GUT930,Distributor,8,740.82,5927,,,,,
SO - 020280,02-Feb-21,1695CA,GUT930,Wholesale,1,1649.3,1649,,,,,
SO - 020281,02-Feb-21,2970CA,AXW291,Wholesale,1,512.205,512,,,,,
SO - 020282,02-Feb-21,1255CA,NXH382,Distributor,1,84500,84500,,,,,
SO - 020283,02-Feb-21,2930CA,FLR025,Wholesale,1,20.00833,20,,,,,
SO - 020284,02-Feb-21,1995AA,AXW291,Wholesale,75,100.57182,7543,,,,,
SO - 020285,02-Feb-21,3075AA,AXW291,Export,2,60.38,121,,,,,
SO - 020286,02-Feb-21,3345AA,AXW291,Distributor,15,31.06467,466,,,,,
SO - 020287,02-Feb-21,3084CA,NXH382,Wholesale,1,2769.81,2770,,,,,
SO - 020288,02-Feb-21,2044CA,AXW291,Wholesale,10,740.82,7408,,,,,
SO - 020289,02-Feb-21,1083AA,FLR025,Wholesale,500,29.02,14510,,,,,
SO - 020290,02-Feb-21,3053AA,NXH382,Wholesale,19,40.87148,777,,,,,
SO - 020291,02-Feb-21,3556AA,GUT930,Export,8,1077.43125,8619,,,,,
SO - 020292,02-Feb-21,2867AA,AXW291,Distributor,7,297.635,2083,,,,,
SO - 020293,02-Feb-21,1499CA,NXH382,Distributor,1,6600,6600,,,,,
SO - 020294,02-Feb-21,1382CA,GUT930,Wholesale,11,613.52125,6749,,,,,
SO - 020295,02-Feb-21,1486CA,AXW291,Wholesale,2,190.72,381,,,,,
SO - 020296,02-Feb-21,1582CA,AXW291,Wholesale,1,550,550,,,,,
SO - 020297,02-Feb-21,2953BA,AXW291,Wholesale,60,47.90925,2875,,,,,
SO - 020298,02-Feb-21,1956AA,AXW291,Wholesale,1,573.09,573,,,,,
SO - 020299,02-Feb-21,2662CA,AXW291,Export,67,2015.43638,135034,,,,,
SO - 020300,02-Feb-21,3079BA,GUT930,Distributor,18,134.5,2421,,,,,
SO - 020301,02-Feb-21,3494AA,FLR025,Wholesale,50,3.5,175,,,,,
SO - 020302,02-Feb-21,1283CA,AXW291,Wholesale,1,98333.33,98333,,,,,
SO - 020303,02-Feb-21,1486CA,GUT930,Wholesale,2,190.72,381,,,,,
SO - 020304,02-Feb-21,1511CA,FLR025,Wholesale,10,6.787,68,,,,,
SO - 020305,02-Feb-21,1163CA,AXW291,Export,192,94.66425,18176,,,,,
SO - 020306,02-Feb-21,2142CA,GUT930,Wholesale,1,2956,2956,,,,,
SO - 020307,02-Feb-21,2342CA,AXW291,Wholesale,330,2.77685,916,,,,,
SO - 020308,02-Feb-21,3365CA,GUT930,Wholesale,6,13.3248,80,,,,,
SO - 020309,02-Feb-21,1956CA,AXW291,Wholesale,1,1250,1250,,,,,
SO - 020310,02-Feb-21,2513CA,GUT930,Export,1,4805.03,4805,,,,,
SO - 020311,02-Feb-21,1993AA,AXW291,Wholesale,713,83.75125,59715,,,,,
SO - 020312,02-Feb-21,2956AA,AXW291,Wholesale,14,12.02259,168,,,,,
SO - 020313,02-Feb-21,2930CA,GUT930,Distributor,1,20.00833,20,,,,,
SO - 020314,02-Feb-21,1224AA,GUT930,Export,537,698,374826,,,,,
SO - 020315,02-Feb-21,2632AA,NXH382,Export,4,185.82,743,,,,,
SO - 020316,03-Feb-21,1382CA,FLR025,Distributor,10,613.52125,6135,,,,,
SO - 020317,03-Feb-21,2220BA,GUT930,Distributor,3,752,2256,,,,,
SO - 020318,03-Feb-21,2200CA,GUT930,Wholesale,3,448,1344,,,,,
SO - 020319,03-Feb-21,1317CA,GUT930,Export,2,4908.7,9817,,,,,
SO - 020320,03-Feb-21,1193BA,AXW291,Wholesale,20,815,16300,,,,,
SO - 020321,03-Feb-21,2025AA,AXW291,Wholesale,8,442.805,3542,,,,,
SO - 020322,03-Feb-21,1436BA,AXW291,Export,2,125,250,,,,,
SO - 020323,03-Feb-21,3250CA,NXH382,Wholesale,12,34.75342,417,,,,,
SO - 020324,03-Feb-21,3556AA,FLR025,Export,4,1077.43125,4310,,,,,
SO - 020325,03-Feb-21,1479CA,AXW291,Export,3,385.5625,1157,,,,,
SO - 020326,03-Feb-21,3413AA,GUT930,Distributor,3,35.3004,106,,,,,
SO - 020327,03-Feb-21,1130AA,GUT930,Distributor,360,17.26609,6216,,,,,
SO - 020328,03-Feb-21,1497CA,NXH382,Wholesale,53,16.71828,886,,,,,
SO - 020329,03-Feb-21,2227AA,AXW291,Export,2,751.635,1503,,,,,
SO - 020330,03-Feb-21,1234BA,AXW291,Distributor,80,498,39840,,,,,
SO - 020331,03-Feb-21,3533CA,AXW291,Export,7100,0.64377,4571,,,,,
SO - 020332,03-Feb-21,1695CA,NXH382,Export,1,1649.3,1649,,,,,
SO - 020333,03-Feb-21,3125AA,FLR025,Wholesale,2,119.136,238,,,,,
SO - 020334,03-Feb-21,1953AA,NXH382,Distributor,1,947.56,948,,,,,
SO - 020335,03-Feb-21,1163CA,GUT930,Distributor,30,94.66425,2840,,,,,
SO - 020336,03-Feb-21,2970CA,AXW291,Export,2,512.205,1024,,,,,
SO - 020337,03-Feb-21,3512AA,AXW291,Wholesale,3360,0.10295,346,,,,,
SO - 020338,03-Feb-21,3193AA,AXW291,Wholesale,346,1425,493050,,,,,
SO - 020339,03-Feb-21,3053AA,AXW291,Wholesale,9,40.87148,368,,,,,
SO - 020340,03-Feb-21,2935BA,GUT930,Wholesale,12,23.495,282,,,,,
SO - 020341,03-Feb-21,2867AA,FLR025,Wholesale,41.9,297.635,12471,,,,,
SO - 020342,03-Feb-21,2291AA,AXW291,Export,720,18.75596,13504,,,,,
SO - 020343,03-Feb-21,2564BA,AXW291,Distributor,16,309.205,4947,,,,,
SO - 020344,03-Feb-21,2646AA,NXH382,Wholesale,5,908.33214,4542,,,,,
SO - 020345,03-Feb-21,3079BA,AXW291,Export,87,134.5,11702,,,,,
SO - 020346,03-Feb-21,2876CA,GUT930,Export,1,427.425,427,,,,,
SO - 020347,03-Feb-21,1970CA,AXW291,Wholesale,710,244.928,173899,,,,,
SO - 020348,03-Feb-21,3027CA,AXW291,Wholesale,1,1145.83,1146,,,,,
SO - 020349,03-Feb-21,3448CA,AXW291,Export,42,6.5255,274,,,,,
SO - 020350,03-Feb-21,1571AA,GUT930,Distributor,5,320,1600,,,,,
SO - 020351,03-Feb-21,3502BA,FLR025,Wholesale,10,1234.335,12343,,,,,
SO - 020352,03-Feb-21,3365CA,AXW291,Wholesale,1,13.3248,13,,,,,
SO - 020353,03-Feb-21,2953BA,FLR025,Distributor,50,47.90925,2395,,,,,
SO - 020354,03-Feb-21,2277AA,NXH382,Wholesale,145,6.37172,924,,,,,
SO - 020355,03-Feb-21,1630BA,AXW291,Wholesale,2,442.803,886,,,,,
SO - 020356,03-Feb-21,1650AA,AXW291,Wholesale,8,284.87,2279,,,,,
SO - 020357,03-Feb-21,1445BA,GUT930,Distributor,2,1291.865,2584,,,,,
SO - 020358,03-Feb-21,2227AA,FLR025,Wholesale,3,751.635,2255,,,,,
SO - 020359,04-Feb-21,1650AA,AXW291,Wholesale,182,284.87,51846,,,,,
SO - 020360,04-Feb-21,1586CA,FLR025,Distributor,3,286.571,860,,,,,
SO - 020361,04-Feb-21,2337CA,GUT930,Wholesale,32,1.72706,55,,,,,
SO - 020362,04-Feb-21,2632AA,AXW291,Wholesale,2,185.82,372,,,,,
SO - 020363,04-Feb-21,3365CA,AXW291,Wholesale,6,13.3248,80,,,,,
SO - 020364,04-Feb-21,3420AA,GUT930,Wholesale,2,17.255,35,,,,,
SO - 020365,04-Feb-21,2265BA,GUT930,Wholesale,2,1691.46333,3383,,,,,
SO - 020366,04-Feb-21,2277AA,AXW291,Distributor,100,6.37172,637,,,,,
SO - 020367,04-Feb-21,1601AA,NXH382,Wholesale,2,918.403,1837,,,,,
SO - 020368,04-Feb-21,2714CA,GUT930,Distributor,225,49.79846,11205,,,,,
SO - 020369,04-Feb-21,3502BA,AXW291,Export,1,1234.335,1234,,,,,
SO - 020370,04-Feb-21,2336BA,AXW291,Wholesale,15,7.92068,119,,,,,
SO - 020371,04-Feb-21,2054CA,GUT930,Wholesale,4,904,3616,,,,,
SO - 020372,04-Feb-21,3079BA,AXW291,Wholesale,48,134.5,6456,,,,,
SO - 020373,04-Feb-21,2766AA,FLR025,Wholesale,240,363.83238,87320,,,,,
SO - 020374,04-Feb-21,3138CA,AXW291,Export,33,376.116,12412,,,,,
SO - 020375,04-Feb-21,1116CA,NXH382,Distributor,20,32.8,656,,,,,
SO - 020376,04-Feb-21,2956AA,NXH382,Wholesale,8,12.02259,96,,,,,
SO - 020377,04-Feb-21,2729AA,AXW291,Distributor,93,76.518,7116,,,,,
SO - 020378,04-Feb-21,2673BA,GUT930,Wholesale,220,13,2860,,,,,
SO - 020379,04-Feb-21,2418CA,AXW291,Distributor,6000,5.8,34800,,,,,
SO - 020380,04-Feb-21,3120BA,AXW291,Wholesale,5,1534.88,7674,,,,,
SO - 020381,04-Feb-21,2606AA,GUT930,Wholesale,3,2041.52333,6125,,,,,
SO - 020382,04-Feb-21,2277AA,AXW291,Wholesale,221,6.37172,1408,,,,,
SO - 020383,04-Feb-21,1511CA,GUT930,Export,30,6.787,204,,,,,
SO - 020384,04-Feb-21,2632AA,AXW291,Wholesale,168,185.82,31218,,,,,
SO - 020385,04-Feb-21,2053BA,AXW291,Wholesale,3,1212.86889,3639,,,,,
SO - 020386,04-Feb-21,1708AA,AXW291,Wholesale,3,120,360,,,,,
SO - 020387,04-Feb-21,2277AA,NXH382,Wholesale,1694,6.37172,10794,,,,,
SO - 020388,04-Feb-21,2021CA,NXH382,Wholesale,50,295.27467,14764,,,,,
SO - 020389,04-Feb-21,1990AA,GUT930,Wholesale,46.5,545.845,25382,,,,,
SO - 020390,04-Feb-21,1224AA,AXW291,Wholesale,868,698,605864,,,,,
SO - 020391,04-Feb-21,2060AA,NXH382,Wholesale,6,1101.15,6607,,,,,
SO - 020392,04-Feb-21,1077CA,GUT930,Export,2723,22.9777,62568,,,,,
SO - 020393,04-Feb-21,1163CA,AXW291,Wholesale,80,94.66425,7573,,,,,
SO - 020394,04-Feb-21,2396CA,GUT930,Wholesale,50,0.7646,38,,,,,
SO - 020395,04-Feb-21,2337CA,AXW291,Wholesale,100,1.72706,173,,,,,
SO - 020396,04-Feb-21,2923CA,GUT930,Wholesale,14,20.18857,283,,,,,
SO - 020397,04-Feb-21,1161AA,AXW291,Distributor,137,136.5925,18713,,,,,
SO - 020398,04-Feb-21,3551CA,NXH382,Wholesale,200,7.06831,1414,,,,,
SO - 020399,04-Feb-21,1385CA,GUT930,Distributor,7,1781.5475,12471,,,,,
SO - 020400,04-Feb-21,2021CA,NXH382,Export,11,295.27467,3248,,,,,
SO - 020401,04-Feb-21,2662CA,NXH382,Wholesale,16,2015.43638,32247,,,,,
SO - 020402,05-Feb-21,1379CA,AXW291,Wholesale,8,490.18125,3921,,,,,
SO - 020403,05-Feb-21,1993AA,NXH382,Wholesale,10,83.75125,838,,,,,
SO - 020404,05-Feb-21,3160BA,AXW291,Wholesale,5,270.909,1355,,,,,
SO - 020405,05-Feb-21,1486CA,NXH382,Wholesale,20,190.72,3814,,,,,
SO - 020406,05-Feb-21,3461CA,AXW291,Distributor,5,30.064,150,,,,,
SO - 020407,05-Feb-21,1009AA,AXW291,Wholesale,650,28.76326,18696,,,,,
SO - 020408,05-Feb-21,2501CA,AXW291,Distributor,989,35.12175,34735,,,,,
SO - 020409,05-Feb-21,3551CA,NXH382,Wholesale,158,7.06831,1117,,,,,
SO - 020410,05-Feb-21,2331CA,AXW291,Distributor,687,210.12419,144355,,,,,
SO - 020411,05-Feb-21,3345AA,AXW291,Distributor,25,31.06467,777,,,,,
SO - 020412,05-Feb-21,3616CA,AXW291,Distributor,6,433.1,2599,,,,,
SO - 020413,05-Feb-21,1956AA,AXW291,Distributor,1,573.09,573,,,,,
SO - 020414,05-Feb-21,2139BA,GUT930,Wholesale,1,2032.85,2033,,,,,
SO - 020415,05-Feb-21,1497CA,NXH382,Distributor,18,16.71828,301,,,,,
SO - 020416,05-Feb-21,1497CA,NXH382,Export,3,16.71828,50,,,,,
SO - 020417,05-Feb-21,3193AA,AXW291,Distributor,1,1425,1425,,,,,
SO - 020418,05-Feb-21,1283CA,NXH382,Wholesale,1,98333.33,98333,,,,,
SO - 020419,05-Feb-21,1244AA,NXH382,Distributor,36,60,2160,,,,,
SO - 020420,05-Feb-21,2234AA,AXW291,Wholesale,2,903,1806,,,,,
SO - 020421,05-Feb-21,2236CA,FLR025,Export,6,1617.335,9704,,,,,
SO - 020422,05-Feb-21,3132BA,GUT930,Distributor,1,190,190,,,,,
SO - 020423,05-Feb-21,1497CA,FLR025,Wholesale,60,16.71828,1003,,,,,
SO - 020424,05-Feb-21,2935BA,AXW291,Distributor,6,23.495,141,,,,,
SO - 020425,05-Feb-21,2814BA,AXW291,Wholesale,814,50.49535,41103,,,,,
SO - 020426,05-Feb-21,1486CA,FLR025,Wholesale,4,190.72,763,,,,,
SO - 020427,05-Feb-21,3345AA,GUT930,Wholesale,37,31.06467,1149,,,,,
SO - 020428,05-Feb-21,2142CA,AXW291,Distributor,1,2956,2956,,,,,
SO - 020429,05-Feb-21,2336BA,GUT930,Wholesale,4955,7.92068,39247,,,,,
SO - 020430,05-Feb-21,1681CA,AXW291,Wholesale,21,93,1953,,,,,
SO - 020431,05-Feb-21,2876CA,NXH382,Wholesale,1,427.425,427,,,,,
SO - 020432,05-Feb-21,1009AA,GUT930,Distributor,84,28.76326,2416,,,,,
SO - 020433,05-Feb-21,3533CA,GUT930,Wholesale,100,0.64377,64,,,,,
SO - 020434,05-Feb-21,3461CA,AXW291,Wholesale,15,30.064,451,,,,,
SO - 020435,05-Feb-21,2564BA,GUT930,Distributor,105,309.205,32467,,,,,
SO - 020436,05-Feb-21,2291AA,AXW291,Wholesale,368,18.75596,6902,,,,,
SO - 020437,05-Feb-21,2564BA,AXW291,Distributor,37,309.205,11441,,,,,
SO - 020438,05-Feb-21,1224AA,GUT930,Wholesale,370,698,258260,,,,,
SO - 020439,05-Feb-21,1163CA,GUT930,Export,50,94.66425,4733,,,,,
SO - 020440,05-Feb-21,2953BA,AXW291,Distributor,30,47.90925,1437,,,,,
SO - 020441,05-Feb-21,2953BA,AXW291,Distributor,30,47.90925,1437,,,,,
SO - 020442,05-Feb-21,2016CA,FLR025,Wholesale,70,267.32395,18713,,,,,
SO - 020443,05-Feb-21,3512AA,NXH382,Export,1000,0.10295,103,,,,,
SO - 020444,05-Feb-21,3512AA,GUT930,Wholesale,5500,0.10295,566,,,,,
SO - 020445,06-Feb-21,2342CA,AXW291,Wholesale,2783,2.77685,7728,,,,,
SO - 020446,06-Feb-21,2498CA,AXW291,Distributor,1,117.17,117,,,,,
SO - 020447,06-Feb-21,1582CA,AXW291,Export,1,550,550,,,,,
SO - 020448,06-Feb-21,1499CA,GUT930,Wholesale,1,6600,6600,,,,,
SO - 020449,06-Feb-21,3423CA,AXW291,Wholesale,1,29.555,30,,,,,
SO - 020450,06-Feb-21,2501CA,GUT930,Export,200,35.12175,7024,,,,,
SO - 020451,06-Feb-21,2953BA,GUT930,Wholesale,50,47.90925,2395,,,,,
SO - 020452,06-Feb-21,3404CA,NXH382,Wholesale,4,396.54,1586,,,,,
SO - 020453,06-Feb-21,3193AA,NXH382,Wholesale,10,1425,14250,,,,,
SO - 020454,06-Feb-21,1486CA,NXH382,Wholesale,3,190.72,572,,,,,
SO - 020455,06-Feb-21,1601AA,NXH382,Export,2,918.403,1837,,,,,
SO - 020456,06-Feb-21,3420AA,AXW291,Export,1,17.255,17,,,,,
SO - 020457,06-Feb-21,3075AA,AXW291,Wholesale,1,60.38,60,,,,,
SO - 020458,06-Feb-21,2096BA,AXW291,Wholesale,7,1524.57667,10672,,,,,
SO - 020459,06-Feb-21,2714CA,GUT930,Wholesale,2030,49.79846,101091,,,,,
SO - 020460,06-Feb-21,3079BA,AXW291,Distributor,14,134.5,1883,,,,,
SO - 020461,06-Feb-21,2041CA,GUT930,Distributor,5,648.42,3242,,,,,
SO - 020462,06-Feb-21,3551CA,AXW291,Wholesale,300,7.06831,2120,,,,,
SO - 020463,06-Feb-21,1445BA,GUT930,Wholesale,1,1291.865,1292,,,,,
SO - 020464,06-Feb-21,1970CA,AXW291,Distributor,3,244.928,735,,,,,
SO - 020465,06-Feb-21,1993AA,AXW291,Export,190,83.75125,15913,,,,,
SO - 020466,06-Feb-21,2935BA,AXW291,Distributor,1,23.495,23,,,,,
SO - 020467,06-Feb-21,1956CA,AXW291,Wholesale,1,1250,1250,,,,,
SO - 020468,06-Feb-21,1970CA,AXW291,Wholesale,21,244.928,5143,,,,,
SO - 020469,06-Feb-21,3358BA,FLR025,Distributor,1,1363.64,1364,,,,,
SO - 020470,06-Feb-21,2763CA,NXH382,Distributor,397,10.08731,4005,,,,,
SO - 020471,06-Feb-21,2039CA,GUT930,Wholesale,11,449.75,4947,,,,,
SO - 020472,06-Feb-21,3420AA,AXW291,Wholesale,1,17.255,17,,,,,
SO - 020473,06-Feb-21,3345AA,AXW291,Wholesale,7,31.06467,217,,,,,
SO - 020474,06-Feb-21,3619CA,GUT930,Distributor,918,0.7455,684,,,,,
SO - 020475,06-Feb-21,3132BA,NXH382,Export,1,190,190,,,,,
SO - 020476,06-Feb-21,2956AA,AXW291,Wholesale,15,12.02259,180,,,,,
SO - 020477,06-Feb-21,2317CA,NXH382,Export,2340,37.26672,87204,,,,,
SO - 020478,06-Feb-21,2277AA,NXH382,Wholesale,744,6.37172,4741,,,,,
SO - 020479,06-Feb-21,1077CA,GUT930,Export,640,22.9777,14706,,,,,
SO - 020480,06-Feb-21,3365CA,NXH382,Wholesale,20,13.3248,266,,,,,
SO - 020481,06-Feb-21,3358BA,NXH382,Export,4,1363.64,5455,,,,,
SO - 020482,06-Feb-21,2867AA,AXW291,Distributor,23,297.635,6846,,,,,
SO - 020483,06-Feb-21,3079BA,AXW291,Wholesale,18,134.5,2421,,,,,
SO - 020484,06-Feb-21,3533CA,GUT930,Wholesale,2062,0.64377,1327,,,,,
SO - 020485,06-Feb-21,1708AA,NXH382,Distributor,3,120,360,,,,,
SO - 020486,06-Feb-21,1994AA,AXW291,Export,1067,450.53667,480723,,,,,
SO - 020487,06-Feb-21,3084CA,AXW291,Distributor,2,2769.81,5540,,,,,
SO - 020488,07-Feb-21,3494AA,GUT930,Wholesale,40,3.5,140,,,,,
SO - 020489,07-Feb-21,3423CA,AXW291,Wholesale,2,29.555,59,,,,,
SO - 020490,07-Feb-21,2053BA,NXH382,Export,118,1212.86889,143119,,,,,
SO - 020491,07-Feb-21,3079BA,FLR025,Wholesale,15,134.5,2018,,,,,
SO - 020492,07-Feb-21,3120BA,AXW291,Wholesale,35,1534.88,53721,,,,,
SO - 020493,07-Feb-21,1990AA,AXW291,Export,210,545.845,114627,,,,,
SO - 020494,07-Feb-21,1499AA,AXW291,Export,61,14.22359,868,,,,,
SO - 020495,07-Feb-21,3138CA,GUT930,Wholesale,4,376.116,1504,,,,,
SO - 020496,07-Feb-21,1497CA,GUT930,Export,14,16.71828,234,,,,,
SO - 020497,07-Feb-21,2170BA,GUT930,Wholesale,3,305.19,916,,,,,
SO - 020498,07-Feb-21,1511CA,AXW291,Wholesale,20,6.787,136,,,,,
SO - 020499,07-Feb-21,3576BA,AXW291,Wholesale,6,44.79,269,,,,,
SO - 020500,07-Feb-21,1385CA,GUT930,Wholesale,14,1781.5475,24942,,,,,
SO - 020501,07-Feb-21,3404CA,FLR025,Export,2,396.54,793,,,,,
SO - 020502,07-Feb-21,1964BA,NXH382,Distributor,60,99.12769,5948,,,,,
SO - 020503,07-Feb-21,3494AA,NXH382,Distributor,50,3.5,175,,,,,
SO - 020504,07-Feb-21,3448CA,NXH382,Export,40,6.5255,261,,,,,
SO - 020505,07-Feb-21,3619CA,AXW291,Wholesale,525,0.7455,391,,,,,
SO - 020506,07-Feb-21,2876CA,AXW291,Wholesale,20,427.425,8549,,,,,
SO - 020507,07-Feb-21,3365CA,AXW291,Export,3,13.3248,40,,,,,
SO - 020508,07-Feb-21,1906CA,GUT930,Export,4,1893.75,7575,,,,,
SO - 020509,07-Feb-21,1499CA,AXW291,Wholesale,2,6600,13200,,,,,
SO - 020510,07-Feb-21,1499CA,NXH382,Wholesale,2,6600,13200,,,,,
SO - 020511,07-Feb-21,2814BA,AXW291,Wholesale,756,50.49535,38174,,,,,
SO - 020512,07-Feb-21,2013AA,NXH382,Wholesale,12.5,143.8402,1798,,,,,
SO - 020513,07-Feb-21,1479CA,FLR025,Export,1,385.5625,386,,,,,
SO - 020514,07-Feb-21,3358BA,GUT930,Wholesale,1,1363.64,1364,,,,,
SO - 020515,07-Feb-21,1445BA,AXW291,Export,2,1291.865,2584,,,,,
SO - 020516,07-Feb-21,1077CA,GUT930,Wholesale,3124,22.9777,71782,,,,,
SO - 020517,07-Feb-21,1244AA,GUT930,Wholesale,308,60,18480,,,,,
SO - 020518,07-Feb-21,1953AA,GUT930,Wholesale,1,947.56,948,,,,,
SO - 020519,07-Feb-21,2956AA,AXW291,Wholesale,28,12.02259,337,,,,,
SO - 020520,07-Feb-21,2876CA,AXW291,Wholesale,1,427.425,427,,,,,
SO - 020521,07-Feb-21,1993AA,AXW291,Wholesale,85,83.75125,7119,,,,,
SO - 020522,07-Feb-21,1956AA,FLR025,Distributor,1,573.09,573,,,,,
SO - 020523,07-Feb-21,2513CA,AXW291,Distributor,3,4805.03,14415,,,,,
SO - 020524,07-Feb-21,3495CA,GUT930,Distributor,40,39.835,1593,,,,,
SO - 020525,07-Feb-21,1630BA,AXW291,Distributor,15,442.803,6642,,,,,
SO - 020526,07-Feb-21,2265BA,AXW291,Wholesale,1,1691.46333,1691,,,,,
SO - 020527,07-Feb-21,1497CA,AXW291,Export,150,16.71828,2508,,,,,
SO - 020528,07-Feb-21,1486CA,AXW291,Wholesale,20,190.72,3814,,,,,
SO - 020529,07-Feb-21,3570CA,GUT930,Export,8,1160,9280,,,,,
SO - 020530,07-Feb-21,2840AA,AXW291,Wholesale,1151,8.61042,9911,,,,,
SO - 020531,08-Feb-21,3177CA,AXW291,Distributor,67.5,69.45642,4688,,,,,
SO - 020532,08-Feb-21,2621AA,FLR025,Wholesale,88,61.78333,5437,,,,,
SO - 020533,08-Feb-21,1745BA,GUT930,Distributor,6,175,1050,,,,,
SO - 020534,08-Feb-21,1695CA,AXW291,Wholesale,1,1649.3,1649,,,,,
SO - 020535,08-Feb-21,1255CA,GUT930,Wholesale,1,84500,84500,,,,,
SO - 020536,08-Feb-21,1116CA,NXH382,Wholesale,300,32.8,9840,,,,,
SO - 020537,08-Feb-21,3413AA,GUT930,Distributor,1,35.3004,35,,,,,
SO - 020538,08-Feb-21,2041CA,AXW291,Distributor,8,648.42,5187,,,,,
SO - 020539,08-Feb-21,3345AA,NXH382,Export,8,31.06467,249,,,,,
SO - 020540,08-Feb-21,2060AA,AXW291,Export,2,1101.15,2202,,,,,
SO - 020541,08-Feb-21,3053AA,GUT930,Distributor,6,40.87148,245,,,,,
SO - 020542,08-Feb-21,2200CA,AXW291,Distributor,1,448,448,,,,,
SO - 020543,08-Feb-21,1464AA,AXW291,Wholesale,1,842.57,843,,,,,
SO - 020544,08-Feb-21,1601AA,GUT930,Wholesale,8,918.403,7347,,,,,
SO - 020545,08-Feb-21,1511CA,AXW291,Distributor,9,6.787,61,,,,,
